"Variables ->","GDP_U","CPI_U","S","RS","GDP_RW","CPI_RW","RS_RW","D4L_CPI_TAR","GDP_RW_BAR","DUMMY","GDP","CPI","L_CPI","L_CPI_RW","L_CPI_U","L_DUMMY","L_GDP","L_GDP_RW","L_GDP_RW_BAR","L_GDP_U","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_CPI_U","DLA_DUMMY","DLA_GDP","DLA_GDP_RW","DLA_GDP_RW_BAR","DLA_GDP_U","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_CPI_U","D4L_DUMMY","D4L_GDP","D4L_GDP_RW","D4L_GDP_RW_BAR","D4L_GDP_U","D4L_S","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_GAP"
"Comments ->"
"Class[Size] ->","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]","Series[64-by-1]"
"2010Q1",6.72271000e+05,9.74400000e+01,1.89080000e+04,1.07711364e+01,1.65827100e+04,2.17374000e+02,1.10000000e-01,8.00000000e+00,1.73002922e+04,0.00000000e+00,6.78543757e+05,9.69417498e+01,4.57411028e+02,5.38161937e+02,4.57923680e+02,-Inf,1.34277042e+03,9.71611587e+02,9.75847867e+02,1.34184168e+03,9.84734039e+02,1.06548495e+03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.06367506e+03,1.80988399e+00,NaN,NaN,NaN,1.89630831e-01,1.34068502e+03,NaN,-4.14780365e+00
"2010Q2",6.67254000e+05,9.89500000e+01,1.89620000e+04,9.95245902e+00,1.67431620e+04,2.17297000e+02,1.50000000e-01,8.00000000e+00,1.73621722e+04,0.00000000e+00,6.81579087e+05,9.87431433e+01,4.59252197e+02,5.38126508e+02,4.59461467e+02,-Inf,1.34321676e+03,9.72574522e+02,9.76204911e+02,1.34109261e+03,9.85019226e+02,1.06389354e+03,7.36467417e+00,-1.41716380e-01,6.15114723e+00,NaN,1.78533021e+00,3.85173993e+00,1.42817533e+00,-2.99630001e+00,1.14074543e+00,-6.36564513e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.06253436e+03,1.35917322e+00,NaN,NaN,-4.56280202e+00,-2.64096847e-01,1.34199115e+03,5.22452788e+00,-3.56528074e+00
"2010Q3",6.96133000e+05,9.98300000e+01,1.94790000e+04,9.64516129e+00,1.68722660e+04,2.17934000e+02,1.60000000e-01,8.00000000e+00,1.74265059e+04,0.00000000e+00,6.89482011e+05,1.00275476e+02,4.60792115e+02,5.38419226e+02,4.60346874e+02,-Inf,1.34436959e+03,9.73342649e+02,9.76574765e+02,1.34532960e+03,9.87709224e+02,1.06533634e+03,6.15967493e+00,1.17087332e+00,3.54162692e+00,NaN,4.61132541e+00,3.07250908e+00,1.47941841e+00,1.69479804e+01,1.07599943e+01,5.77119266e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.06139479e+03,3.94154071e+00,NaN,NaN,-4.55827731e+00,-5.99962588e-01,1.34328708e+03,5.18372154e+00,-3.18044176e+00
"2010Q4",7.04185000e+05,1.03780000e+02,1.94900000e+04,1.20926154e+01,1.69608640e+04,2.19699000e+02,1.40000000e-01,8.00000000e+00,1.74925372e+04,0.00000000e+00,6.89701241e+05,1.04060275e+02,4.64497030e+02,5.39225843e+02,4.64227327e+02,-Inf,1.34440138e+03,9.73866385e+02,9.76952962e+02,1.34647964e+03,9.87765679e+02,1.06249449e+03,1.48196589e+01,3.22646522e+00,1.55218138e+01,NaN,1.27165304e-01,2.09494546e+00,1.51278828e+00,4.60014868e+00,2.25820530e-01,-1.13673732e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.06025834e+03,2.23615490e+00,NaN,NaN,-4.54582996e+00,-5.41862843e-01,1.34457709e+03,5.16002224e+00,-3.03942867e+00
"2011Q1",7.12371000e+05,1.09910000e+02,2.08560000e+04,1.33432759e+01,1.69206320e+04,2.22044000e+02,1.30000000e-01,8.00000000e+00,1.75604955e+04,0.00000000e+00,7.19477554e+05,1.09340441e+02,4.69446633e+02,5.40287556e+02,4.69966185e+02,-Inf,1.34862806e+03,9.73628898e+02,9.77340708e+02,1.34763541e+03,9.94539696e+02,1.06538062e+03,1.97984105e+01,4.24685309e+00,2.29554301e+01,NaN,1.69067233e+01,-9.49946694e-01,1.55098466e+00,4.62309496e+00,2.70960652e+01,1.15445078e+01,1.20356046e+01,2.12561881e+00,1.20425045e+01,NaN,5.85763605e+00,2.01731194e+00,1.49284167e+00,5.79373101e+00,9.80565637e+00,-1.04329453e-01,1.30767123e+00,-1.99561881e+00,-2.15376495e+00,3.46143618e+00,1.05912944e+03,6.25118339e+00,-2.82448767e+00,8.28868854e-01,-4.51560611e+00,-9.00604782e-02,1.34586582e+03,5.15493066e+00,-3.64376677e+00
"2011Q2",7.08906000e+05,1.18120000e+02,2.05750000e+04,1.35298361e+01,1.70351140e+04,2.24568000e+02,5.00000000e-02,8.00000000e+00,1.76304571e+04,0.00000000e+00,7.24137417e+05,1.17938402e+02,4.77016247e+02,5.41417856e+02,4.77170106e+02,-Inf,1.34927365e+03,9.74303202e+02,9.77738320e+02,1.34714782e+03,9.93183203e+02,1.05758481e+03,3.02784564e+01,4.52119848e+00,2.88156831e+01,NaN,2.58233961e+00,2.69721499e+00,1.59044679e+00,-1.95036259e+00,-5.42597203e+00,-3.11832300e+01,1.77640502e+01,3.29134753e+00,1.77086385e+01,NaN,6.05688840e+00,1.72868071e+00,1.53340954e+00,6.05521536e+00,8.16397701e+00,-6.30872567e+00,-4.23421413e+00,-3.24134753e+00,-1.87644400e+00,-2.35777013e+00,1.05801393e+03,-4.29120260e-01,-2.68872950e+00,-5.52618028e-01,-4.46201538e+00,4.66322716e-01,1.34715819e+03,5.16945325e+00,-3.37678755e+00
"2011Q3",7.40465000e+05,1.22320000e+02,2.08250000e+04,1.38560317e+01,1.70313130e+04,2.26033000e+02,2.00000000e-02,8.00000000e+00,1.77025719e+04,0.00000000e+00,7.33128668e+05,1.22828297e+02,4.81078742e+02,5.42068101e+02,4.80664056e+02,-Inf,1.35050765e+03,9.74280887e+02,9.78146521e+02,1.35150336e+03,9.94390947e+02,1.05538031e+03,1.62499802e+01,2.60097987e+00,1.39758019e+01,NaN,4.93601795e+00,-8.92609023e-02,1.63280381e+00,1.74221722e+01,4.83097660e+00,-8.81802369e+00,2.02866265e+01,3.64887417e+00,2.03171822e+01,NaN,6.13806153e+00,9.38238212e-01,1.57175589e+00,6.17376332e+00,6.68172259e+00,-9.95602975e+00,-6.43059476e+00,-3.62887417e+00,-1.59695965e+00,-4.83363510e+00,1.05692157e+03,-1.54126873e+00,-2.55245329e+00,-1.07642088e+00,-4.36942981e+00,7.77542411e-01,1.34845920e+03,5.20405468e+00,-3.79187197e+00
"2011Q4",7.53813000e+05,1.24350000e+02,2.10120000e+04,1.33801538e+01,1.72225830e+04,2.27047000e+02,1.00000000e-02,8.00000000e+00,1.77762884e+04,0.00000000e+00,7.37729477e+05,1.24622684e+02,4.82529065e+02,5.42515704e+02,4.82310017e+02,-Inf,1.35113325e+03,9.75397677e+02,9.78562074e+02,1.35328996e+03,9.95284898e+02,1.05527154e+03,5.80129084e+00,1.79041528e+00,6.58384345e+00,NaN,2.50238892e+00,4.46715872e+00,1.66220979e+00,7.14638376e+00,3.57580602e+00,-4.35069549e-01,1.80320345e+01,3.28986168e+00,1.80826896e+01,NaN,6.73186744e+00,1.53129153e+00,1.60911126e+00,6.81032209e+00,7.51921896e+00,-7.22295384e+00,-4.65188063e+00,-3.27986168e+00,-1.31462212e+00,-3.33725851e+00,1.05586184e+03,-5.90305569e-01,-2.41548638e+00,-8.64375298e-01,-4.23892220e+00,7.09857572e-01,1.34977386e+03,5.25862590e+00,-3.11485378e+00
"2012Q1",7.47557000e+05,1.27420000e+02,2.08280000e+04,1.29501667e+01,1.73670100e+04,2.28326000e+02,7.00000000e-02,1.00000000e+01,1.78515486e+04,0.00000000e+00,7.56115067e+05,1.26784987e+02,4.84249264e+02,5.43077443e+02,4.84748872e+02,-Inf,1.35359488e+03,9.76232771e+02,9.78984554e+02,1.35245658e+03,9.94405351e+02,1.05323353e+03,6.88079625e+00,2.24695511e+00,9.75541858e+00,NaN,9.84654999e+00,3.34037673e+00,1.68992155e+00,-3.33350804e+00,-3.51818712e+00,-8.15202826e+00,1.48026309e+01,2.78988719e+00,1.47826868e+01,NaN,4.96682412e+00,2.60387238e+00,1.64384549e+00,4.82117134e+00,-1.34344133e-01,-1.21470879e+01,-1.85246425e+00,-2.71988719e+00,-1.03176262e+00,-8.20701631e-01,1.05484326e+03,-1.60972620e+00,-2.27832888e+00,-4.41558307e-01,-4.07434572e+00,4.30631964e-01,1.35110697e+03,5.33246916e+00,-2.71426643e+00
"2012Q2",7.48338000e+05,1.28240000e+02,2.09010000e+04,9.97306452e+00,1.74445250e+04,2.28808000e+02,9.00000000e-02,1.00000000e+01,1.79288843e+04,0.00000000e+00,7.64563183e+05,1.28170495e+02,4.85336137e+02,5.43288322e+02,4.85390351e+02,-Inf,1.35470599e+03,9.76678112e+02,9.79416834e+02,1.35256100e+03,9.94755228e+02,1.05270741e+03,4.34749373e+00,8.43516656e-01,2.56591665e+00,NaN,4.44443961e+00,1.78136651e+00,1.72912006e+00,4.17676412e-01,1.39950777e+00,-2.10446931e+00,8.31989025e+00,1.87046673e+00,8.22024514e+00,NaN,5.43234912e+00,2.37491026e+00,1.67851380e+00,5.41318109e+00,1.57202582e+00,-4.87739770e+00,1.65317427e+00,-1.78046673e+00,-7.52798184e-01,2.40597245e+00,1.05387396e+03,-1.16654949e+00,-2.14202112e+00,3.61554395e-01,-3.87717614e+00,2.32215523e-01,1.35246305e+03,5.42430086e+00,-2.70155851e+00
"2012Q3",7.81177000e+05,1.29210000e+02,2.08160000e+04,9.11365079e+00,1.74696500e+04,2.29841000e+02,1.00000000e-01,1.00000000e+01,1.80077847e+04,0.00000000e+00,7.72924079e+05,1.29654301e+02,4.86487169e+02,5.43738777e+02,4.86143899e+02,-Inf,1.35579361e+03,9.76822037e+02,9.79855943e+02,1.35685570e+03,9.94347720e+02,1.05159933e+03,4.60412581e+00,1.80181663e+00,3.01419177e+00,NaN,4.35046357e+00,5.75697506e-01,1.75643473e+00,1.71788036e+01,-1.63003318e+00,-4.43234235e+00,5.40842666e+00,1.67067592e+00,5.47984261e+00,NaN,5.28596053e+00,2.54114987e+00,1.70942153e+00,5.35233895e+00,-4.32266283e-02,-3.78097737e+00,3.70522414e+00,-1.57067592e+00,-4.82658762e-01,4.18788290e+00,1.05296110e+03,-1.36177564e+00,-2.00787943e+00,4.37203510e-01,-3.65143777e+00,2.60808779e-01,1.35384612e+03,5.53227269e+00,-2.98834476e+00
"2012Q4",7.98971000e+05,1.33010000e+02,2.08110000e+04,8.30030769e+00,1.74898520e+04,2.31369000e+02,9.00000000e-02,1.00000000e+01,1.80880280e+04,0.00000000e+00,7.80315757e+05,1.33196918e+02,4.89182862e+02,5.44401384e+02,4.89042431e+02,-Inf,1.35674539e+03,9.76937611e+02,9.80300556e+02,1.35910799e+03,9.94323697e+02,1.04954222e+03,1.07827737e+01,2.65042925e+00,1.15941303e+01,NaN,3.80713047e+00,4.62294966e-01,1.77845498e+00,9.00915722e+00,-9.60914796e-02,-8.22843593e+00,6.65379737e+00,1.88567941e+00,6.73241431e+00,NaN,5.61214591e+00,1.53993393e+00,1.73848283e+00,5.81803231e+00,-9.61201002e-01,-5.72931896e+00,1.64651032e+00,-1.79567941e+00,-2.24770577e-01,1.87128090e+00,1.05211109e+03,-2.56887288e+00,-1.87699414e+00,8.13147309e-02,-3.40004698e+00,3.99920431e-01,1.35525962e+03,5.65401052e+00,-3.30702733e+00
"2013Q1",7.82562000e+05,1.36230000e+02,2.09290000e+04,6.69392857e+00,1.76624000e+04,2.32299000e+02,9.00000000e-02,7.00000000e+00,1.81701778e+04,0.00000000e+00,7.94008140e+05,1.35628328e+02,4.90991826e+02,5.44802533e+02,4.91434463e+02,-Inf,1.35848490e+03,9.77919337e+02,9.80753694e+02,1.35703284e+03,9.94889104e+02,1.04869981e+03,7.23585806e+00,1.60459854e+00,9.56812817e+00,NaN,6.95802380e+00,3.92690371e+00,1.81255236e+00,-8.30059889e+00,2.26162557e+00,-3.36963394e+00,6.74256282e+00,1.72509027e+00,6.68559171e+00,NaN,4.89001436e+00,1.68656567e+00,1.76914053e+00,4.57625960e+00,4.83752171e-01,-4.53372038e+00,-4.86342522e-02,-1.63509027e+00,2.00575732e-02,-6.86918254e-02,1.05132949e+03,-2.62967931e+00,-1.75018235e+00,1.15092082e-01,-3.12640822e+00,4.09474188e-01,1.35670629e+03,5.78667056e+00,-2.79456683e+00
"2013Q2",7.88644000e+05,1.36640000e+02,2.09840000e+04,5.67500000e+00,1.77096710e+04,2.32045000e+02,5.00000000e-02,7.00000000e+00,1.82535276e+04,0.00000000e+00,8.05874739e+05,1.36688701e+02,4.91770609e+02,5.44693132e+02,4.91734973e+02,-Inf,1.35996836e+03,9.78186615e+02,9.81211363e+02,1.35780703e+03,9.95151552e+02,1.04807408e+03,3.11512865e+00,-4.37606646e-01,1.20203850e+00,NaN,5.93384255e+00,1.06911531e+00,1.83067472e+00,3.09674499e+00,1.04979422e+00,-2.50294108e+00,6.43447155e+00,1.40480944e+00,6.34462217e+00,NaN,5.26236510e+00,1.50850287e+00,1.79452919e+00,5.24602674e+00,3.96323785e-01,-4.63333832e+00,-7.59471554e-01,-1.35480944e+00,2.52186444e-01,-1.01165800e+00,1.05062025e+03,-2.54617866e+00,-1.62821033e+00,2.73400882e-01,-2.83694367e+00,1.79347478e-01,1.35818804e+03,5.92701102e+00,-2.97946004e+00
"2013Q3",8.25747000e+05,1.38280000e+02,2.11520000e+04,5.75861538e+00,1.78604500e+04,2.33300000e+02,3.00000000e-02,7.00000000e+00,1.83375990e+04,0.00000000e+00,8.16384473e+05,1.38677646e+02,4.93215215e+02,5.45232518e+02,4.92928062e+02,-Inf,1.36126407e+03,9.79034405e+02,9.81670882e+02,1.36240437e+03,9.95948974e+02,1.04796628e+03,5.77842444e+00,2.15754426e+00,4.77235401e+00,NaN,5.18283675e+00,3.39115862e+00,1.83807597e+00,1.83893665e+01,3.18968844e+00,-4.31191734e-01,6.72804621e+00,1.49374135e+00,6.78416273e+00,NaN,5.47045839e+00,2.21236815e+00,1.81493950e+00,5.54866745e+00,1.60125419e+00,-3.63305067e+00,-9.69430827e-01,-1.46374135e+00,4.71933858e-01,-1.44136468e+00,1.04998570e+03,-2.01941971e+00,-1.51177240e+00,4.80310528e-02,-2.53822752e+00,-1.50790256e-01,1.35970591e+03,6.07147773e+00,-2.60202549e+00
"2013Q4",8.49918000e+05,1.40880000e+02,2.11100000e+04,5.72030303e+00,1.80161470e+04,2.34163000e+02,6.00000000e-02,7.00000000e+00,1.84229133e+04,0.00000000e+00,8.26982061e+05,1.40935981e+02,4.94830575e+02,5.45601745e+02,4.94790846e+02,-Inf,1.36255383e+03,9.79902369e+02,9.82135046e+02,1.36528952e+03,9.95750214e+02,1.04652138e+03,6.46144163e+00,1.47691001e+00,7.45113965e+00,NaN,5.15903650e+00,3.47185610e+00,1.85665406e+00,1.15405772e+01,-7.95040724e-01,-5.77957235e+00,5.64771320e+00,1.20036154e+00,5.74841508e+00,NaN,5.80843490e+00,2.96475843e+00,1.83448928e+00,6.18152245e+00,1.42651688e+00,-3.02083477e+00,7.25898341e-02,-1.14036154e+00,6.78985350e-01,-6.06395516e-01,1.04942654e+03,-2.90515650e+00,-1.40139205e+00,2.61030503e-01,-2.23662522e+00,-3.22293273e-01,1.36125998e+03,6.21630102e+00,-2.20793684e+00
"2014Q1",8.25907000e+05,1.42800000e+02,2.10920000e+04,5.42862069e+00,1.79539740e+04,2.35621000e+02,5.00000000e-02,5.00000000e+00,1.85094430e+04,0.00000000e+00,8.42161301e+05,1.42268602e+02,4.95771683e+02,5.46222458e+02,4.96144505e+02,-Inf,1.36437268e+03,9.79556676e+02,9.82603631e+02,1.36242375e+03,9.95664910e+02,1.04611568e+03,3.76443280e+00,2.48285115e+00,5.41463429e+00,NaN,7.27542461e+00,-1.38277126e+00,1.87434276e+00,-1.14630791e+01,-3.41216077e-01,-1.62279773e+00,4.77985688e+00,1.41992469e+00,4.71004161e+00,NaN,5.88778510e+00,1.63733969e+00,1.84993688e+00,5.39090239e+00,7.75806466e-01,-2.58412572e+00,6.48763809e-01,-1.36992469e+00,8.72125603e-01,-2.23361795e-01,1.04894224e+03,-2.82655960e+00,-1.29756269e+00,-7.23620014e-02,-1.93718532e+00,-2.11276936e-01,1.36284938e+03,6.35760128e+00,-3.00100333e+00
"2014Q2",8.37448000e+05,1.43090000e+02,2.12430000e+04,4.54311475e+00,1.81859110e+04,2.36872000e+02,3.00000000e-02,5.00000000e+00,1.85970868e+04,0.00000000e+00,8.55941323e+05,1.43267945e+02,4.96471662e+02,5.46751991e+02,4.96347380e+02,-Inf,1.36599571e+03,9.80840245e+02,9.83076023e+02,1.36381145e+03,9.96378271e+02,1.04665860e+03,2.79991428e+00,2.11813157e+00,8.11501205e-01,NaN,6.49210458e+00,5.13427609e+00,1.88956506e+00,5.55079833e+00,2.85344307e+00,2.17166035e+00,4.70105329e+00,2.05885925e+00,4.61240729e+00,NaN,6.02735061e+00,2.65362989e+00,1.86465946e+00,6.00441573e+00,1.22671868e+00,-1.41547536e+00,-1.57938534e-01,-2.02885925e+00,1.04976030e+00,-1.20769884e+00,1.04853045e+03,-1.87185183e+00,-1.20061464e+00,-8.28244604e-01,-1.64717071e+00,4.46035437e-02,1.36447226e+03,6.49150001e+00,-2.21096908e+00
"2014Q3",8.80145000e+05,1.44200000e+02,2.12050000e+04,4.21838710e+00,1.84069410e+04,2.37478000e+02,3.00000000e-02,5.00000000e+00,1.86867863e+04,0.00000000e+00,8.69338696e+05,1.44517164e+02,4.97339828e+02,5.47007499e+02,4.97120122e+02,-Inf,1.36754881e+03,9.82048310e+02,9.83557194e+02,1.36878419e+03,9.96199228e+02,1.04586690e+03,3.47266396e+00,1.02203070e+00,3.09096877e+00,NaN,6.21239074e+00,4.83225933e+00,1.92468508e+00,1.98909978e+01,-7.16170564e-01,-3.16680382e+00,4.12461317e+00,1.77498086e+00,4.19206098e+00,NaN,6.28473911e+00,3.01390506e+00,1.88631174e+00,6.37982354e+00,2.50253926e-01,-2.09937839e+00,9.37739275e-02,-1.74498086e+00,1.21015554e+00,-1.11638161e+00,1.04818704e+03,-2.32014084e+00,-1.11092342e+00,-6.34057435e-01,-1.37364780e+00,1.74791130e-01,1.36612582e+03,6.61423306e+00,-1.49755718e+00
